"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.665779771E0,4.398119926E0,-1.126503944E1,5.448016167E0
3.675845985E0,4.372456074E0,-1.131371880E1,5.186779976E0
3.685946918E0,4.382256985E0,-1.132671738E1,5.242392540E0
3.696045918E0,4.374537945E0,-1.131958389E1,5.375156403E0
3.706143153E0,4.395797729E0,-1.126769066E1,5.223135948E0
3.716238819E0,4.367588997E0,-1.119984818E1,5.172432899E0
3.726333134E0,4.370889664E0,-1.112781715E1,5.059275627E0
3.736426034E0,4.364874840E0,-1.108678436E1,4.946805954E0
3.746517938E0,4.449004650E0,-1.103037548E1,4.916104794E0
3.756608756E0,4.536773205E0,-1.103238964E1,4.913518906E0
3.766698625E0,4.611512661E0,-1.096869659E1,4.844138145E0
3.776787625E0,4.625535011E0,-1.091124630E1,4.773119450E0
3.786875785E0,4.543200970E0,-1.086913872E1,4.652111053E0
3.796963208E0,4.455818653E0,-1.080112743E1,4.602748871E0
3.807049874E0,4.406210423E0,-1.074818134E1,4.567900658E0
3.817135874E0,4.392261028E0,-1.069672775E1,4.532433987E0
3.827221253E0,4.416318893E0,-1.071896744E1,4.441881180E0
3.837306253E0,4.445211887E0,-1.074341393E1,4.498188019E0
3.847391553E0,4.469374180E0,-1.076714802E1,4.446777821E0
3.857477153E0,4.467658043E0,-1.075908089E1,4.202991486E0
3.867562886E0,4.442171574E0,-1.079273510E1,4.105390072E0
3.877648786E0,4.437581062E0,-1.070362282E1,4.327928066E0
3.887734752E0,4.397538662E0,-1.069208145E1,4.142655849E0
3.897820818E0,4.332776546E0,-1.082657623E1,4.278928757E0
3.907907118E0,4.267829895E0,-1.090600109E1,3.215650082E0
3.917993584E0,4.257440567E0,-1.099413776E1,4.119766712E0
3.928100784E0,4.235368729E0,-1.089099121E1,4.449725151E0
3.938207917E0,4.361216068E0,-1.065215969E1,3.688483715E0
3.948314883E0,4.525516987E0,-1.037485123E1,3.686934471E0
3.958421783E0,4.612594604E0,-1.016688061E1,3.887542248E0
3.968528516E0,4.543992519E0,-1.006346416E1,3.672765255E0
3.978635049E0,4.402890205E0,-1.008912945E1,3.661943913E0
3.988724149E0,4.272455692E0,-1.018601990E1,3.601099968E0
3.998813049E0,4.226599693E0,-1.026691246E1,3.540157795E0
4.010204885E0,4.135841370E0,-1.042871571E1,3.329442024E0
4.020269885E0,4.097726822E0,-1.058468056E1,3.362738609E0
4.030334885E0,4.116975307E0,-1.063316917E1,3.454582214E0
4.040399385E0,4.163699627E0,-1.057796955E1,3.241282463E0
4.050464718E0,4.240601063E0,-1.039157200E1,3.272764206E0
4.060530218E0,4.328880310E0,-1.026541710E1,3.479718685E0
4.070596018E0,4.355311871E0,-1.018207550E1,3.340373039E0
4.080662184E0,4.329612732E0,-1.006057549E1,3.314884663E0
4.090728326E0,4.265485287E0,-9.943181992E0,3.114470482E0
4.100794826E0,4.231670380E0,-9.852054596E0,2.904288292E0
4.110861159E0,4.264158249E0,-9.762451172E0,3.033000469E0
4.120927659E0,4.281685352E0,-9.739048958E0,3.120166779E0
4.130994386E0,4.205946922E0,-9.762454987E0,3.020160198E0
4.141061052E0,4.180780411E0,-9.795158386E0,2.836884975E0
4.151127436E0,4.128806591E0,-9.829179764E0,2.870712757E0
