"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.581988942E0,4.720882893E0,-9.942299128E-1,-6.001629353E0
3.592045508E0,4.109912872E0,-8.329033852E-1,-5.921919346E0
3.602100274E0,3.517972946E0,-9.188473821E-1,-5.960131645E0
3.612154774E0,3.070948124E0,-9.957304001E-1,-6.124709129E0
3.622209040E0,2.745738506E0,-1.022791386E0,-6.435028553E0
3.632263240E0,2.664715767E0,-9.629461765E-1,-6.460123062E0
3.642317373E0,2.972150326E0,-8.379306793E-1,-6.361226559E0
3.652371373E0,3.259581089E0,-6.802374721E-1,-6.368801117E0
3.662423873E0,3.363513947E0,-6.778081656E-1,-6.367178440E0
3.672476306E0,3.417072296E0,-6.153984666E-1,-6.573072910E0
3.682528706E0,3.461361408E0,-6.899017096E-1,-6.436664104E0
3.692581006E0,3.680021763E0,-6.338267922E-1,-6.080814362E0
3.702633139E0,3.888699532E0,-5.878590941E-1,-5.881163120E0
3.712685205E0,3.860667229E0,-6.912328005E-1,-5.878208160E0
3.722737271E0,3.969612122E0,-8.249772787E-1,-5.980679989E0
3.732789237E0,4.009305000E0,-8.104702234E-1,-6.191683769E0
3.742841237E0,4.199289799E0,-8.486589789E-1,-6.436512470E0
3.752893237E0,4.387299061E0,-7.546812892E-1,-6.383131027E0
3.762945303E0,4.511669636E0,-6.207991242E-1,-6.218501091E0
3.772997636E0,4.372806549E0,-7.343226075E-1,-6.209073067E0
3.783050302E0,4.371589184E0,-7.316995263E-1,-6.238202095E0
3.793103368E0,4.212948799E0,-6.594662666E-1,-6.083423615E0
3.803156601E0,3.995249748E0,-7.010400295E-1,-6.068249702E0
3.813210101E0,3.839220524E0,-7.427929044E-1,-6.039969921E0
3.823263734E0,3.570447445E0,-8.841089606E-1,-6.176895142E0
3.833317434E0,3.424736500E0,-8.645420074E-1,-6.386874199E0
3.843372967E0,3.549001217E0,-8.219907284E-1,-6.308841228E0
3.853428433E0,3.557522297E0,-8.089736700E-1,-6.021680355E0
3.863483766E0,3.567717075E0,-7.428840995E-1,-6.076587677E0
3.873539232E0,3.432130337E0,-7.669454813E-1,-5.961587906E0
3.883594532E0,3.395448685E0,-8.548115492E-1,-5.717746735E0
3.893649865E0,3.571813583E0,-7.896062136E-1,-5.566982269E0
