"Time (s)","w","x","y","z"
2.573879748E0,1.976754085E-1,-2.035343274E-2,-4.288706556E-2,9.791173935E-1
2.583855842E0,1.976990980E-1,-2.027179860E-2,-4.362126067E-2,9.790818691E-1
2.594361623E0,1.977105428E-1,-2.021311037E-2,-4.407984018E-2,9.790602326E-1
2.603866311E0,1.977308178E-1,-2.014762908E-2,-4.423307627E-2,9.790505767E-1
2.613852509E0,1.977694442E-1,-2.009626478E-2,-4.413377866E-2,9.790483117E-1
2.624003290E0,1.977869123E-1,-2.006928250E-2,-4.389922693E-2,9.790558815E-1
2.633956884E0,1.978144650E-1,-2.003964037E-2,-4.366436601E-2,9.790614247E-1
2.644030269E0,1.978222810E-1,-1.997612603E-2,-4.353222996E-2,9.790670276E-1
2.654066988E0,1.978573577E-1,-1.993673109E-2,-4.355039820E-2,9.790599346E-1
2.664108603E0,1.979336363E-1,-1.988462172E-2,-4.371771216E-2,9.790381193E-1
2.674147769E0,1.980148980E-1,-1.984640770E-2,-4.394181073E-2,9.790124297E-1
2.684198603E0,1.980867226E-1,-1.985068060E-2,-4.416536540E-2,9.789877534E-1
2.694184019E0,1.981344644E-1,-1.985860802E-2,-4.432522506E-2,9.789707065E-1
2.704298394E0,1.981532691E-1,-1.985956728E-2,-4.440652952E-2,9.789631963E-1
2.714310686E0,1.981570292E-1,-1.982479729E-2,-4.441973940E-2,9.789625406E-1
2.724230113E0,1.981752887E-1,-1.976026967E-2,-4.443533719E-2,9.789594412E-1
2.734145426E0,1.981877304E-1,-1.969771460E-2,-4.446932673E-2,9.789566398E-1
2.744397092E0,1.982165285E-1,-1.966965199E-2,-4.452262819E-2,9.789489508E-1
2.754541832E0,1.982666928E-1,-1.966759935E-2,-4.459237307E-2,9.789356589E-1
2.764507717E0,1.983114633E-1,-1.966551133E-2,-4.466370493E-2,9.789233804E-1
2.774522821E0,1.983491004E-1,-1.961595006E-2,-4.473647848E-2,9.789134264E-1
2.784622144E0,1.983709054E-1,-1.956897415E-2,-4.481159896E-2,9.789065123E-1
2.794609071E0,1.984378781E-1,-1.979598217E-2,-4.478904977E-2,9.788894057E-1
2.804697613E0,1.984917383E-1,-2.004026063E-2,-4.471004009E-2,9.788771272E-1
2.814698342E0,1.984828707E-1,-1.993330941E-2,-4.468889907E-2,9.788820744E-1
2.824777509E0,1.984555010E-1,-1.960527897E-2,-4.482219368E-2,9.788881540E-1
2.835992717E0,1.984446101E-1,-1.926678978E-2,-4.508411512E-2,9.788850546E-1
2.846054488E0,1.984847419E-1,-1.903542690E-2,-4.535305500E-2,9.788690209E-1
2.856060530E0,1.985524261E-1,-1.892606355E-2,-4.556134343E-2,9.788477421E-1
2.866099696E0,1.986193899E-1,-1.886022650E-2,-4.568077996E-2,9.788298607E-1
